invoice_id,shipment_date,carrier,origin_zip,dest_zip,origin_city,dest_city,distance_miles,weight_lbs,is_residential,accessorial_services,expected_linehaul,expected_fuel_surcharge,expected_fuel_rate_pct,expected_accessorials,expected_total,actual_billed_linehaul,actual_billed_fuel,actual_billed_accessorials,actual_total_billed,error_injected,error_amount,leakage_amount,leakage_pct,has_leakage
C4D466061B66,2024-04-25,Old Dominion,77004,19103,Houston,Philadelphia,2407,2080,True,"residential_delivery,inside_delivery,limited_access",2159.08,233.67,10.82,305,2697.75,1800.4876915592154,233.67,305,2339.1576915592154,underbilled_linehaul,358.59230844078456,358.59230844078456,13.29,True
BA12555F385B,2024-10-22,UPS Ground,75203,77004,Dallas,Houston,859,4727,False,appointment_delivery,810.04,114.44,14.13,50,974.47,810.04,114.44,50,974.47,none,0.0,0.0,0.0,False
F2A0CAA67634,2024-05-07,Old Dominion,92101,10001,San Diego,NYC,1739,945,True,"residential_delivery,liftgate_delivery,limited_access",1356.42,154.35,11.38,255,1765.77,1356.42,154.35,255,1765.77,none,0.0,0.0,0.0,False
1B983959F9A5,2024-03-26,FedEx Ground,75201,90013,Dallas,LA,711,1986,False,"appointment_delivery,limited_access",604.35,76.01,12.58,135,815.36,604.35,76.01,135,815.36,none,0.0,0.0,0.0,False
34B538F3AAD0,2024-01-30,Old Dominion,92104,85007,San Diego,Phoenix,905,1833,False,inside_delivery,705.9,80.37,11.39,125,911.27,705.9,80.37,125,911.27,none,0.0,0.0,0.0,False
8CBF55EE5126,2024-12-11,UPS Ground,60605,10001,Chicago,NYC,754,606,False,limited_access,618.28,84.64,13.69,85,787.92,618.28,84.64,85,787.92,none,0.0,0.0,0.0,False
98E12C49850D,2024-05-02,UPS Ground,33126,75203,Miami,Dallas,1324,2623,True,limited_access,1248.53,145.46,11.65,85,1478.99,1248.53,145.46,85,1478.99,none,0.0,0.0,0.0,False
34579D0E4403,2024-02-05,UPS Ground,33101,90013,Miami,LA,2316,2909,False,,2183.99,260.44,11.92,0,2444.43,2183.99,260.44,0,2444.43,none,0.0,0.0,0.0,False
DDEE5983DD7F,2024-10-10,FedEx Ground,75205,10003,Dallas,NYC,829,926,True,"residential_delivery,liftgate_delivery",704.65,99.62,14.14,170,974.27,704.65,99.62,170,974.27,none,0.0,0.0,0.0,False
BEFC9D8ED5C5,2024-11-22,FedEx Ground,10011,60603,NYC,Chicago,749,1121,False,,636.65,89.09,13.99,0,725.74,636.65,89.09,0,725.74,none,0.0,0.0,0.0,False
E1A31373F917,2024-06-06,YRC Freight,60601,33126,Chicago,Miami,899,392,False,inside_delivery,647.28,74.31,11.48,125,846.59,647.28,74.31,125,846.59,none,0.0,0.0,0.0,False
A96B24C10FB0,2024-07-30,UPS Ground,19104,33128,Philadelphia,Miami,1315,1500,True,residential_delivery,1078.3,133.14,12.35,95,1306.44,1078.3,133.14,95,1306.44,none,0.0,0.0,0.0,False
5167026EFDA2,2024-06-28,UPS Ground,90001,92104,LA,San Diego,1152,3820,False,"inside_delivery,appointment_delivery",1086.34,134.86,12.41,175,1396.2,1086.34,134.86,175,1396.2,none,0.0,0.0,0.0,False
6A8CB1759250,2024-02-29,YRC Freight,85007,78204,Phoenix,San Antonio,827,276,False,appointment_delivery,595.44,64.15,10.77,50,709.59,595.44,64.15,50,709.59,none,0.0,0.0,0.0,False
F2E81294DCC9,2024-04-07,FedEx Ground,19106,92105,Philadelphia,San Diego,2675,4773,False,,2614.81,313.83,12.0,0,2928.64,2614.81,313.83,0,2928.64,none,0.0,0.0,0.0,False
B6F5B8FE6AFC,2024-06-03,YRC Freight,19101,92103,Philadelphia,San Diego,2656,1070,False,appointment_delivery,1912.32,207.34,10.84,50,2169.66,1912.32,207.34,50,2169.66,none,0.0,0.0,0.0,False
D9B28C0FF5E0,2024-10-23,FedEx Ground,60604,19106,Chicago,Philadelphia,1511,3571,False,,1477.0,209.54,14.19,0,1686.54,1477.0,209.54,0,1686.54,none,0.0,0.0,0.0,False
5E1B3034F603,2024-12-10,YRC Freight,60603,90013,Chicago,LA,1604,1974,False,"liftgate_delivery,inside_delivery",1154.88,149.23,12.92,200,1504.11,1154.88,149.23,200,1504.11,none,0.0,0.0,0.0,False
A4838E736BD7,2024-12-02,Old Dominion,92105,78202,San Diego,San Antonio,2300,1258,False,,1794.0,239.49,13.35,0,2033.49,1794.0,239.49,0,2033.49,none,0.0,0.0,0.0,False
3CBE366476D5,2024-12-09,FedEx Ground,92105,10002,San Diego,NYC,2089,3856,False,,2042.0,289.57,14.18,0,2331.57,2042.0,289.57,0,2331.57,none,0.0,0.0,0.0,False
304781DF48FC,2024-09-23,Old Dominion,75202,92104,Dallas,San Diego,1395,2321,False,,1251.32,138.38,11.06,0,1389.69,1251.32,138.38,0,1389.69,none,0.0,0.0,0.0,False
A804A0983B42,2024-07-31,Old Dominion,90002,77002,LA,Houston,944,576,False,,736.32,83.84,11.39,0,820.16,736.32,83.84,0,820.16,none,0.0,0.0,0.0,False
D8C80C58D40D,2024-10-02,XPO Logistics,10011,92101,NYC,San Diego,1561,3482,False,,1346.36,178.4,13.25,0,1524.77,1028.8501063346462,178.4,0,1207.2501063346463,underbilled_linehaul,317.50989366535373,317.5198936653537,20.82,True
2E386DC46FD3,2024-10-30,YRC Freight,78204,60602,San Antonio,Chicago,2369,3277,False,limited_access,1961.53,237.41,12.1,85,2283.95,1961.53,237.41,85,2283.95,none,0.0,0.0,0.0,False
BD146A6A6431,2024-05-09,Old Dominion,77003,75203,Houston,Dallas,1475,3503,False,inside_delivery,1323.07,149.61,11.31,125,1597.69,1323.07,149.61,125,1597.6799999999998,none,0.0,0.010000000000218279,0.0,False
7ADEF0F5474E,2024-03-05,FedEx Ground,10002,90002,NYC,LA,2822,2004,False,,2758.5,334.81,12.14,0,3093.31,2758.5,334.81,0,3093.31,none,0.0,0.0,0.0,False
92EC4567DECC,2024-12-12,YRC Freight,90005,77001,LA,Houston,422,4766,False,,349.42,43.57,12.47,0,392.98,349.42,43.57,0,392.98,none,0.0,0.0,0.0,False
19C849268B0B,2024-02-05,XPO Logistics,85007,90001,Phoenix,LA,374,3085,False,appointment_delivery,322.57,36.69,11.38,50,409.27,322.57,36.69,50,409.27,none,0.0,0.0,0.0,False
B3A86DAF5B7B,2024-09-04,YRC Freight,92104,60602,San Diego,Chicago,1422,4458,False,,1177.42,133.84,11.37,0,1311.25,1177.42,133.84,0,1311.25,none,0.0,0.0,0.0,False
18CDEC30034B,2024-06-15,YRC Freight,92104,77005,San Diego,Houston,1821,4099,True,"residential_delivery,limited_access",1507.79,170.95,11.34,180,1858.74,1507.79,170.95,180,1858.74,none,0.0,0.0,0.0,False
E5249BE2257C,2024-11-26,YRC Freight,90011,85006,LA,Phoenix,382,3950,False,liftgate_delivery,316.3,39.68,12.55,75,430.98,316.3,39.68,75,430.98,none,0.0,0.0,0.0,False
078E030DF0B0,2024-06-18,XPO Logistics,19106,75205,Philadelphia,Dallas,2143,4558,False,,1848.34,212.54,11.5,0,2060.88,1848.34,212.54,0,2060.88,none,0.0,0.0,0.0,False
4EF6230B6AD0,2024-04-09,XPO Logistics,60602,85006,Chicago,Phoenix,2471,873,True,"residential_delivery,appointment_delivery,limited_access",1853.25,211.21,11.4,230,2294.46,1853.25,211.21,230,2294.46,none,0.0,0.0,0.0,False
BED6518A603B,2024-08-13,YRC Freight,60601,75201,Chicago,Dallas,946,3971,False,"appointment_delivery,limited_access",783.29,90.19,11.51,135,1008.47,783.29,90.19,135,1008.47,none,0.0,0.0,0.0,False
08B2BCD7E524,2024-05-07,YRC Freight,33125,10002,Miami,NYC,1337,747,True,,962.64,108.8,11.3,0,1071.44,962.64,108.8,0,1071.44,none,0.0,0.0,0.0,False
6CE18379B3D0,2024-04-16,YRC Freight,33126,78205,Miami,San Antonio,551,862,False,liftgate_delivery,396.72,42.76,10.78,75,514.48,396.72,42.76,75,514.48,none,0.0,0.0,0.0,False
8B9D720DF99E,2024-02-06,UPS Ground,33126,92101,Miami,San Diego,1510,3769,False,,1423.93,178.88,12.56,0,1602.81,1423.93,178.88,0,1602.81,none,0.0,0.0,0.0,False
C46106B03606,2024-10-31,UPS Ground,75202,77003,Dallas,Houston,565,2569,False,,532.79,73.95,13.88,0,606.74,532.79,73.95,0,606.74,none,0.0,0.0,0.0,False
2BE7CE579CDD,2024-06-14,FedEx Ground,75204,33127,Dallas,Miami,1314,3589,False,,1284.43,154.53,12.03,0,1438.97,1284.43,115.3452675089334,0,1399.7752675089334,incorrect_fuel_rate,39.1847324910666,39.19473249106659,2.72,True
42681F456D39,2024-04-02,YRC Freight,33125,10011,Miami,NYC,1299,2328,False,,1075.57,117.86,10.96,0,1193.43,1075.57,117.86,0,1193.43,none,0.0,0.0,0.0,False
038B563EEBBC,2024-10-08,Old Dominion,90005,77004,LA,Houston,1504,3330,True,"residential_delivery,liftgate_delivery",1349.09,168.84,12.52,170,1687.93,1349.09,168.84,95,1612.9299999999998,missing_accessorial_liftgate_delivery,75.0,75.00000000000023,4.44,True
331027024ADC,2024-04-14,XPO Logistics,78202,10013,San Antonio,NYC,2370,472,True,inside_delivery,1777.5,201.16,11.32,125,2103.66,1777.5,201.16,125,2103.66,none,0.0,0.0,0.0,False
D96F3C8CF56E,2024-08-26,Old Dominion,85001,33128,Phoenix,Miami,662,979,False,,516.36,56.63,10.97,0,572.99,516.36,56.63,0,572.99,none,0.0,0.0,0.0,False
F4ED79378D73,2024-09-17,UPS Ground,92104,77005,San Diego,Houston,1813,4960,False,liftgate_delivery,1709.66,199.29,11.66,75,1983.95,1709.66,199.29,75,1983.95,none,0.0,0.0,0.0,False
6A31F28FE743,2024-10-02,YRC Freight,85004,10003,Phoenix,NYC,2389,3708,False,,1978.09,245.76,12.42,0,2223.85,1978.09,245.76,0,2223.85,none,0.0,0.0,0.0,False
D021EA287B4B,2024-07-16,FedEx Ground,77002,92104,Houston,San Diego,1642,3173,False,,1605.05,207.87,12.95,0,1812.92,1605.05,207.87,0,1812.92,none,0.0,0.0,0.0,False
FF808433323B,2024-07-29,YRC Freight,19104,90001,Philadelphia,LA,2065,1230,False,,1486.8,157.28,10.58,0,1644.08,1486.8,157.28,0,1644.08,none,0.0,0.0,0.0,False
CDAAE89F3918,2024-11-19,Old Dominion,19104,33126,Philadelphia,Miami,452,1973,False,inside_delivery,352.56,44.88,12.73,125,522.44,352.56,44.88,125,522.44,none,0.0,0.0,0.0,False
E5D341FDA2CA,2024-05-30,FedEx Ground,90002,75203,LA,Dallas,479,509,False,,407.15,50.96,12.52,0,458.11,407.15,50.96,0,458.11,none,0.0,0.0,0.0,False
0D8E6C9B3535,2024-08-23,Old Dominion,33128,78202,Miami,San Antonio,862,2130,True,appointment_delivery,773.21,83.59,10.81,50,906.8,773.21,83.59,50,906.8,none,0.0,0.0,0.0,False
002EC5DC090A,2024-09-04,Old Dominion,33127,85004,Miami,Phoenix,1490,3201,True,"residential_delivery,liftgate_delivery,appointment_delivery",1336.53,149.85,11.21,220,1706.38,1336.53,149.85,220,1706.38,none,0.0,0.0,0.0,False
523A1C06CB75,2024-11-06,XPO Logistics,10013,90011,NYC,LA,2865,1935,False,,2148.75,276.99,12.89,0,2425.74,2148.75,276.99,0,2425.74,none,0.0,0.0,0.0,False
68C132C4143C,2024-02-16,Old Dominion,60601,90005,Chicago,LA,439,1126,False,,342.42,38.19,11.15,0,380.61,342.42,38.19,0,380.61,none,0.0,0.0,0.0,False
F73F39912A79,2024-02-28,Old Dominion,75202,85004,Dallas,Phoenix,1545,2824,False,,1385.87,150.8,10.88,0,1536.67,1385.87,150.8,0,1536.67,none,0.0,0.0,0.0,False
37356300325D,2024-07-08,FedEx Ground,75201,19104,Dallas,Philadelphia,1388,3775,False,appointment_delivery,1356.77,172.33,12.7,50,1579.1,1356.77,172.33,0,1529.1,missing_accessorial_appointment_delivery,50.0,50.0,3.17,True
6708A2BADA30,2024-03-12,XPO Logistics,33101,77004,Miami,Houston,1204,1005,True,liftgate_delivery,903.0,99.7,11.04,75,1077.7,903.0,99.7,75,1077.7,none,0.0,0.0,0.0,False
B9E63F107445,2024-05-23,Old Dominion,75205,78202,Dallas,San Antonio,728,3393,True,"residential_delivery,appointment_delivery",653.02,73.14,11.2,145,871.15,653.02,73.14,145,871.15,none,0.0,0.0,0.0,False
313304E563ED,2024-02-16,UPS Ground,19104,10003,Philadelphia,NYC,835,3775,False,inside_delivery,787.4,96.36,12.24,125,1008.77,787.4,96.36,125,1008.77,none,0.0,0.0,0.0,False
D2A93CDEDABC,2024-06-17,UPS Ground,33101,77005,Miami,Houston,1197,1958,False,,981.54,121.78,12.41,0,1103.32,981.54,121.78,0,1103.32,none,0.0,0.0,0.0,False
38554ABFDA29,2024-10-28,FedEx Ground,60601,90002,Chicago,LA,1818,1999,False,liftgate_delivery,1545.3,216.48,14.01,75,1836.78,1545.3,216.48,75,1836.78,none,0.0,0.0,0.0,False
F6ABE9FD79C5,2024-12-03,Old Dominion,19106,33101,Philadelphia,Miami,2297,405,False,inside_delivery,1791.66,231.39,12.91,125,2148.05,1791.66,231.39,125,2148.05,none,0.0,0.0,0.0,False
4D5CBAB4E334,2024-11-15,XPO Logistics,92101,75201,San Diego,Dallas,867,2302,False,,747.79,99.11,13.25,0,846.89,747.79,99.11,0,846.89,none,0.0,0.0,0.0,False
AA05A9065607,2024-06-24,Old Dominion,90013,60602,LA,Chicago,2232,3439,False,,2002.1,232.0,11.59,0,2234.11,2002.1,232.0,0,2234.11,none,0.0,0.0,0.0,False
161277C5B926,2024-03-07,FedEx Ground,92101,90001,San Diego,LA,1984,3102,False,appointment_delivery,1939.36,246.37,12.7,50,2235.73,1939.36,246.37,50,2235.73,none,0.0,0.0,0.0,False
0A159DE6504D,2024-04-18,XPO Logistics,78203,10013,San Antonio,NYC,1671,4206,True,"liftgate_delivery,appointment_delivery",1441.24,166.18,11.53,125,1732.42,1441.24,166.18,125,1732.42,none,0.0,0.0,0.0,False
AAA4A2F05AC3,2024-01-15,YRC Freight,78205,33128,San Antonio,Miami,411,2240,True,"residential_delivery,liftgate_delivery,inside_delivery",340.31,38.24,11.24,295,673.55,340.31,38.24,295,673.55,none,0.0,0.0,0.0,False
1CFF49BFB617,2024-06-23,UPS Ground,60601,10013,Chicago,NYC,779,3766,False,,734.6,87.22,11.87,0,821.82,734.6,87.22,0,821.82,none,0.0,0.0,0.0,False
9B21D9A707D6,2024-07-31,Old Dominion,10003,60604,NYC,Chicago,787,3671,True,residential_delivery,705.94,82.0,11.62,95,882.94,705.94,82.0,95,882.94,none,0.0,0.0,0.0,False
44502794E8BC,2024-03-11,FedEx Ground,10011,85007,NYC,Phoenix,321,1780,False,liftgate_delivery,272.85,33.69,12.35,75,381.54,272.85,33.69,75,381.54,none,0.0,0.0,0.0,False
846899AC7DC5,2024-08-11,FedEx Ground,77005,33126,Houston,Miami,1174,396,False,,997.9,130.07,13.03,0,1127.97,997.9,130.07,0,1127.97,none,0.0,0.0,0.0,False
FD3BB1851D27,2024-05-06,Old Dominion,10002,78205,NYC,San Antonio,1708,917,False,,1332.24,145.01,10.88,0,1477.25,1332.24,95.58790151807251,0,1427.8279015180726,incorrect_fuel_rate,49.42209848192748,49.42209848192738,3.35,True
20876F5B4D65,2024-03-29,UPS Ground,77003,78202,Houston,San Antonio,695,1666,False,,569.9,70.52,12.37,0,640.42,569.9,70.52,0,640.42,none,0.0,0.0,0.0,False
932F85E4ED4E,2024-08-28,XPO Logistics,33128,92105,Miami,San Diego,1538,609,False,inside_delivery,1153.5,130.73,11.33,125,1409.23,1153.5,130.73,125,1409.23,none,0.0,0.0,0.0,False
61A0C5AA0ACF,2024-10-10,FedEx Ground,10003,78201,NYC,San Antonio,2348,4804,False,liftgate_delivery,2295.17,337.08,14.69,75,2707.25,2295.17,337.08,75,2707.25,none,0.0,0.0,0.0,False
D961405AB217,2024-12-31,FedEx Ground,75201,60604,Dallas,Chicago,997,2863,True,residential_delivery,974.57,142.05,14.58,95,1211.61,974.57,142.05,95,1211.61,none,0.0,0.0,0.0,False
E11F457653E2,2024-02-05,YRC Freight,85006,92103,Phoenix,San Diego,528,2791,False,,437.18,47.68,10.91,0,484.86,437.18,47.68,0,484.86,none,0.0,0.0,0.0,False
2927BAAEC2CD,2024-06-07,Old Dominion,90005,77003,LA,Houston,835,744,False,,651.3,74.87,11.49,0,726.17,651.3,74.87,0,726.17,none,0.0,0.0,0.0,False
65A1B9764E89,2024-04-19,XPO Logistics,75204,90013,Dallas,LA,368,1526,False,appointment_delivery,276.0,32.69,11.84,50,358.69,276.0,32.69,50,358.69,none,0.0,0.0,0.0,False
A57481DF8588,2024-11-01,XPO Logistics,75205,33101,Dallas,Miami,1351,1123,False,,1013.25,129.98,12.83,0,1143.23,1013.25,129.98,0,1143.23,none,0.0,0.0,0.0,False
71DFC1A48373,2024-04-29,YRC Freight,78202,19104,San Antonio,Philadelphia,1504,3727,False,,1245.31,134.8,10.82,0,1380.12,1245.31,134.8,0,1380.12,none,0.0,0.0,0.0,False
B683900FE863,2024-04-12,YRC Freight,92103,75204,San Diego,Dallas,2439,1377,False,,1756.08,186.94,10.65,0,1943.02,1756.08,186.94,0,1943.02,none,0.0,0.0,0.0,False
94BD5B187017,2024-03-18,UPS Ground,75203,90001,Dallas,LA,1409,4255,True,,1328.69,166.71,12.55,0,1495.4,1328.69,166.71,0,1495.4,none,0.0,0.0,0.0,False
AE671AD15D39,2024-03-15,FedEx Ground,78203,90002,San Antonio,LA,1674,2796,True,,1636.33,201.99,12.34,0,1838.33,1388.9417996361221,201.99,0,1590.9317996361222,underbilled_linehaul,247.3882003638778,247.39820036387778,13.46,True
0C1DE4C966CF,2024-06-03,Old Dominion,60605,33128,Chicago,Miami,775,1996,True,inside_delivery,604.5,66.84,11.06,125,796.34,604.5,66.84,125,796.34,none,0.0,0.0,0.0,False
BCDA4BF81B68,2024-10-21,Old Dominion,75202,77003,Dallas,Houston,309,2020,False,inside_delivery,277.17,34.68,12.51,125,436.85,277.17,34.68,125,436.85,none,0.0,0.0,0.0,False
3173042D1878,2024-01-09,FedEx Ground,75204,10011,Dallas,NYC,1974,2127,False,appointment_delivery,1929.58,233.11,12.08,50,2212.7,1929.58,233.11,50,2212.7,none,0.0,0.0,0.0,False
8A88F6AAA4F3,2024-12-16,XPO Logistics,60603,10013,Chicago,NYC,813,1484,False,appointment_delivery,609.75,81.8,13.41,50,741.55,609.75,81.8,50,741.55,none,0.0,0.0,0.0,False
3E846F2DAB75,2024-07-22,FedEx Ground,85001,77002,Phoenix,Houston,1660,4272,False,appointment_delivery,1622.65,205.29,12.65,50,1877.94,1622.65,205.29,50,1877.94,none,0.0,0.0,0.0,False
C456336E9315,2024-06-24,Old Dominion,19101,85004,Philadelphia,Phoenix,1985,3217,False,,1780.54,201.87,11.34,0,1982.41,1780.54,150.7368102302151,0,1931.276810230215,incorrect_fuel_rate,51.133189769784906,51.133189769785076,2.58,True
C61BE8629371,2024-08-16,FedEx Ground,75203,85001,Dallas,Phoenix,1669,2560,False,appointment_delivery,1631.45,204.12,12.51,50,1885.56,1631.45,204.12,50,1885.56,none,0.0,0.0,0.0,False
6CA03B07A77A,2024-01-16,Old Dominion,78201,85001,San Antonio,Phoenix,830,1360,True,"liftgate_delivery,inside_delivery",647.4,74.17,11.46,200,921.57,647.4,74.17,200,921.57,none,0.0,0.0,0.0,False
3A508C1D58D7,2024-08-15,Old Dominion,33128,10002,Miami,NYC,1337,3097,False,,1199.29,136.96,11.42,0,1336.25,1199.29,136.96,0,1336.25,none,0.0,0.0,0.0,False
FC1E32CC0764,2024-12-26,YRC Freight,60605,75204,Chicago,Dallas,930,2182,False,,770.04,101.04,13.12,0,871.08,770.04,101.04,0,871.08,none,0.0,0.0,0.0,False
DAF1A4C78255,2024-10-04,XPO Logistics,92104,60601,San Diego,Chicago,1759,4555,True,"residential_delivery,appointment_delivery",1517.14,196.92,12.98,145,1859.06,1517.14,196.92,145,1859.06,none,0.0,0.0,0.0,False
B75A65E4E432,2024-08-27,FedEx Ground,77002,60604,Houston,Chicago,1787,3072,False,inside_delivery,1746.79,221.18,12.66,125,2092.97,1746.79,221.18,125,2092.97,none,0.0,0.0,0.0,False
B86D250DC016,2024-08-19,FedEx Ground,75204,78205,Dallas,San Antonio,851,657,False,,723.35,87.92,12.15,0,811.27,723.35,87.92,0,811.27,none,0.0,0.0,0.0,False
B1198DC419D1,2024-12-29,UPS Ground,75201,10013,Dallas,NYC,1493,2693,False,"inside_delivery,appointment_delivery",1407.9,194.6,13.82,175,1777.5,1407.9,194.6,175,1777.5,none,0.0,0.0,0.0,False
55373C1AC72B,2024-10-15,UPS Ground,85001,33128,Phoenix,Miami,900,2815,True,residential_delivery,848.7,120.67,14.22,95,1064.37,848.7,120.67,95,1064.37,none,0.0,0.0,0.0,False
C9DAD7B38750,2024-09-04,XPO Logistics,33127,10013,Miami,NYC,1298,2524,True,"residential_delivery,appointment_delivery",1119.52,133.09,11.89,145,1397.62,1119.52,133.09,145,1397.62,none,0.0,0.0,0.0,False
D7CD3509F160,2024-09-20,XPO Logistics,19103,60603,Philadelphia,Chicago,1861,3085,False,,1605.11,182.2,11.35,0,1787.31,1605.11,182.2,0,1787.31,none,0.0,0.0,0.0,False
0A25E5BF0C1F,2024-09-12,XPO Logistics,78202,92102,San Antonio,San Diego,1530,1355,False,appointment_delivery,1147.5,132.12,11.51,50,1329.62,1147.5,132.12,50,1329.62,none,0.0,0.0,0.0,False
4126734FA00D,2024-12-02,FedEx Ground,77005,85004,Houston,Phoenix,495,4944,True,"residential_delivery,liftgate_delivery",483.86,66.82,13.81,170,720.68,381.1058583241613,66.82,170,617.9258583241613,underbilled_linehaul,102.7541416758387,102.7541416758387,14.26,True
1F67D1B349C2,2024-05-23,Old Dominion,19103,33101,Philadelphia,Miami,2353,4554,False,appointment_delivery,2110.64,242.16,11.47,50,2402.8,2110.64,242.16,50,2402.8,none,0.0,0.0,0.0,False
3E9D4D540ACA,2024-01-24,YRC Freight,75202,19102,Dallas,Philadelphia,2361,379,True,,1699.92,191.23,11.25,0,1891.15,1699.92,191.23,0,1891.15,none,0.0,0.0,0.0,False
86AA47771663,2024-09-30,XPO Logistics,19104,60605,Philadelphia,Chicago,1678,4225,False,"liftgate_delivery,appointment_delivery",1447.27,166.76,11.52,125,1739.04,1447.27,166.76,125,1739.04,none,0.0,0.0,0.0,False
F77B5FF13F0C,2024-09-02,YRC Freight,10003,75205,NYC,Dallas,1259,4830,True,limited_access,1042.45,116.34,11.16,85,1243.79,1042.45,116.34,85,1243.79,none,0.0,0.0,0.0,False
BA7BBEEAB97B,2024-12-19,XPO Logistics,90001,85006,LA,Phoenix,369,3432,True,,318.26,42.02,13.2,0,360.28,318.26,42.02,0,360.28,none,0.0,0.0,0.0,False
5358B874969D,2024-09-30,Old Dominion,75204,19106,Dallas,Philadelphia,1657,3815,False,,1486.33,172.92,11.63,0,1659.24,1486.33,172.92,0,1659.24,none,0.0,0.0,0.0,False
E3D59B461903,2024-12-19,UPS Ground,77005,19103,Houston,Philadelphia,1560,1748,False,,1279.2,173.84,13.59,0,1453.04,1279.2,173.84,0,1453.04,none,0.0,0.0,0.0,False
9C33E5A1F951,2024-06-26,UPS Ground,75204,78203,Dallas,San Antonio,1420,697,False,,1164.4,142.69,12.25,0,1307.09,1164.4,142.69,0,1307.09,none,0.0,0.0,0.0,False
C8E47F2163FF,2024-04-25,YRC Freight,85001,60605,Phoenix,Chicago,1247,4400,False,appointment_delivery,1032.52,108.98,10.56,50,1191.5,1032.52,0.0,50,1082.52,missing_fuel_surcharge,108.98,108.98000000000002,9.15,True
9182256D319B,2024-02-15,UPS Ground,60604,92104,Chicago,San Diego,1449,534,False,appointment_delivery,1188.18,139.81,11.77,50,1377.99,1188.18,139.81,50,1377.99,none,0.0,0.0,0.0,False
2CF4DB6A8F7E,2024-01-20,UPS Ground,60604,10011,Chicago,NYC,823,2421,False,,776.09,90.21,11.62,0,866.3,776.09,90.21,0,866.3,none,0.0,0.0,0.0,False
E1CE25886FE8,2024-11-27,UPS Ground,60604,33126,Chicago,Miami,748,3809,True,,705.36,94.79,13.44,0,800.16,705.36,94.79,0,800.16,none,0.0,0.0,0.0,False
CA7955270257,2024-03-12,FedEx Ground,78205,92103,San Antonio,San Diego,1973,1563,False,liftgate_delivery,1677.05,220.08,13.12,75,1972.13,1677.05,220.08,75,1972.13,none,0.0,0.0,0.0,False
D588521188AE,2024-08-26,UPS Ground,33126,10003,Miami,NYC,1223,1018,False,,1002.86,120.0,11.97,0,1122.86,1002.86,120.0,0,1122.86,none,0.0,0.0,0.0,False
BBF18590A9E7,2024-03-19,UPS Ground,85007,78202,Phoenix,San Antonio,880,3967,False,,829.84,104.87,12.64,0,934.71,829.84,104.87,0,934.71,none,0.0,0.0,0.0,False
82E9E3000FE3,2024-02-09,YRC Freight,77005,85001,Houston,Phoenix,2134,3013,False,,1766.95,187.61,10.62,0,1954.56,1766.95,187.61,0,1954.56,none,0.0,0.0,0.0,False
0072E46F9D23,2024-08-16,YRC Freight,75201,92102,Dallas,San Diego,2207,4230,False,appointment_delivery,1827.4,200.58,10.98,50,2077.97,1827.4,200.58,50,2077.97,none,0.0,0.0,0.0,False
